ID,Case Number,Date,Primary Type,Arrest,Domestic,District,Latitude,Longitude
3011835,HJ707611,2003-10-21 02:07:00,THEFT,True,False,8,41.776863194,-87.679794035
5873589,HN681618,2007-10-31 19:15:00,CRIMINAL DAMAGE,False,False,8,41.780111017,-87.692204757
10789720,HZ559622,2016-12-21 08:00:00,BATTERY,False,True,8,41.78261849,-87.702468048
6210995,HP299135,2008-04-24 21:40:00,BATTERY,False,True,8,41.809403386,-87.707604688
3912700,HL287721,2005-04-11 04:30:00,CRIMINAL DAMAGE,False,False,8,41.780751491,-87.706317756
2457719,HH786282,2002-11-17 21:30:00,CRIMINAL DAMAGE,False,False,8,41.77737698,-87.753527663
3471044,HK541365,2004-08-06 19:26:03,ROBBERY,False,False,8,41.748279892,-87.741304349
12700631,JF244155,2022-05-12 14:24:00,THEFT,False,False,8,41.754592961,-87.741528537
3561783,HK647440,2004-09-25 15:20:00,BATTERY,True,True,8,41.763865181,-87.686890322
6031178,HP132599,2008-01-19 14:09:00,PROSTITUTION,True,False,8,41.801228804,-87.742981092
4183733,HL507779,2005-07-25 19:30:00,CRIMINAL DAMAGE,False,False,8,41.791962588,-87.688100577
3578144,HK667397,2004-10-04 11:00:00,OTHER OFFENSE,False,False,8,41.778475564,-87.738134002
2605908,HJ203828,2003-02-24 21:00:00,CRIMINAL DAMAGE,False,False,8,41.795018252,-87.766919131
10763181,HZ527768,2016-11-24 12:29:00,OTHER OFFENSE,False,False,8,41.78987008,-87.704182751
7873678,HT104518,2011-01-03 19:30:00,BURGLARY,False,False,8,41.765936318,-87.720801764
2834224,HJ496817,2003-07-15 21:55:00,BATTERY,False,False,8,41.807348164,-87.719860923
11046904,JA382143,2017-08-07 22:00:00,THEFT,False,False,8,41.792306802,-87.681503722
12452625,JE337201,2021-08-14 13:58:00,NARCOTICS,True,False,8,41.780089135,-87.684883213
9286105,HW430018,2013-08-29 21:00:00,BURGLARY,False,False,8,41.778567794,-87.730558579
7874638,HS660417,2010-12-27 10:30:00,THEFT,False,False,8,41.793225964,-87.797760856
7733334,HS540877,2010-09-29 22:00:00,CRIMINAL DAMAGE,False,False,8,41.807910632,-87.720354401
14285192,JK361954,2026-08-05 20:24:00,THEFT,False,False,8,41.776832515,-87.683577859
13761965,JJ165395,2025-02-28 20:37:00,WEAPONS VIOLATION,True,False,8,41.780477659,-87.791102421
4522575,HM109530,2006-01-05 18:30:00,THEFT,False,False,8,41.778402181,-87.69581107
12803825,JF368302,2022-08-22 17:00:00,BURGLARY,False,False,8,41.785134099,-87.724164739
10835130,JA136812,2017-01-31 14:00:00,DECEPTIVE PRACTICE,False,False,8,41.793234801,-87.693786537
13308667,JG541827,2023-12-15 06:30:00,ROBBERY,False,False,8,41.797997154,-87.704910095
5460430,HN288207,2007-04-16 02:00:00,BURGLARY,True,False,8,41.805127666,-87.733298958
13752805,JJ154360,2025-02-12 10:15:00,THEFT,False,False,8,41.758888273,-87.681768714
13040035,JG220962,2023-04-12 16:10:00,CRIMINAL DAMAGE,False,False,8,41.774679233,-87.692057221
5983487,HN779589,2007-12-27 00:00:00,THEFT,False,False,8,41.789665135,-87.793925548
12602149,JF124776,2022-01-26 14:00:00,THEFT,False,False,8,41.812537645,-87.710182297
1716118,G511083,2001-08-27 02:10:00,NARCOTICS,True,False,8,41.783418883,-87.693367106
12246001,JD459441,2020-11-19 14:00:00,THEFT,False,False,8,41.769604406,-87.687048986
1425284,G132313,2001-03-07 16:19:40,NARCOTICS,True,False,8,41.781045048,-87.692378774
5832266,HN642138,2007-10-11 15:55:00,BATTERY,False,True,8,41.736041668,-87.729970803
13179463,JG387067,2023-08-17 23:38:00,CRIMINAL DAMAGE,False,False,8,41.749076134,-87.69870685
7212474,HR625996,2009-11-04 14:45:48,THEFT,False,False,8,41.789543966,-87.726198468
11647691,JC215501,2019-04-07 17:50:00,ASSAULT,True,False,8,41.778234747,-87.695805396
6949478,HR355025,2009-06-02 21:26:00,CRIMINAL TRESPASS,True,False,8,41.773509032,-87.702260375
8662073,HV337047,2012-06-15 21:00:00,BATTERY,False,True,8,41.803253595,-87.72345032
2891199,HJ559227,2003-08-13 03:30:00,THEFT,False,False,8,41.798241197,-87.729431729
7936724,HT168928,2011-02-18 21:50:00,NARCOTICS,True,False,8,41.778271873,-87.694584158
8778184,HV451982,2012-08-29 10:00:00,BURGLARY,False,False,8,41.771056346,-87.687085734
11464399,JB459269,2018-10-02 09:20:00,BATTERY,False,True,8,41.776718861,-87.78493088
9469464,HX122752,2014-01-21 12:05:00,OTHER OFFENSE,False,False,8,41.780242026,-87.722803147
13595873,JH426424,2024-09-12 22:00:00,BATTERY,False,True,8,41.812659585,-87.742076464
2418600,HH727421,2002-10-20 20:20:00,ASSAULT,False,False,8,41.780667534,-87.711572546
6873247,HR278953,2009-04-21 02:23:27,OTHER OFFENSE,True,True,8,41.795541367,-87.734253857
7756003,HS551612,2010-10-06 21:05:00,PROSTITUTION,True,False,8,41.808017107,-87.712078435
6865108,HR263467,2009-04-11 19:20:00,NARCOTICS,True,False,8,41.779235322,-87.685309777
7327282,HS131321,2010-01-21 20:20:00,CRIMINAL DAMAGE,False,False,8,41.744572685,-87.686886005
8090110,HT323951,2011-05-31 20:32:00,NARCOTICS,True,False,8,41.768228145,-87.696139085
5461611,HN226972,2007-03-14 23:57:00,NARCOTICS,True,False,8,41.791332871,-87.688851298
4531980,HM119668,2006-01-12 04:00:00,BATTERY,False,True,8,41.792837086,-87.704762477
11126829,JA482227,2017-10-22 21:00:00,BURGLARY,False,False,8,41.807912828,-87.720251677
6952538,HR357408,2009-06-02 00:00:00,CRIMINAL DAMAGE,False,False,8,41.816790788,-87.723901519
4653651,HM249964,2006-03-24 11:05:00,ROBBERY,True,False,8,41.74280962,-87.74113841
12327618,JE183184,2021-03-26 01:00:00,CRIMINAL DAMAGE,False,False,8,41.749440254,-87.685276038
8563855,HV238779,2012-04-03 15:00:00,THEFT,False,False,8,41.783847847,-87.693520504
8855094,HV528950,2012-10-21 20:45:00,BURGLARY,False,False,8,41.790624026,-87.714149571
6956941,HR359032,2009-06-04 13:26:00,ASSAULT,False,False,8,41.749460005,-87.72089612
2412040,HH714724,2002-10-14 23:58:53,NARCOTICS,True,False,8,41.81123108,-87.746605106
7316493,HS120606,2010-01-14 12:00:00,BURGLARY,False,False,8,41.784338929,-87.708955773
11852226,JC462130,2019-08-20 00:00:00,OTHER OFFENSE,False,True,8,41.7811938,-87.765515565
12090608,JD279034,2020-06-28 04:30:00,CRIMINAL DAMAGE,False,False,8,41.774496674,-87.693276172
13182064,JG390022,2023-08-20 06:00:00,CRIMINAL SEXUAL ASSAULT,False,False,8,41.776817717,-87.703089495
2474980,HH792263,2002-11-20 23:00:00,NARCOTICS,True,False,8,41.780610645,-87.684899958
11098554,JA445454,2017-09-25 02:45:00,BATTERY,False,True,8,41.771933007,-87.686329087
1631188,G408639,2001-07-12 21:50:00,OTHER OFFENSE,False,False,8,41.798954948,-87.787037171
1619358,G396073,2001-07-07 11:35:00,BATTERY,False,False,8,41.771325374,-87.722722742
4994566,HM607128,2006-09-16 12:00:00,BURGLARY,False,False,8,41.770707223,-87.726218493
14129347,JK171537,2026-03-05 15:56:00,THEFT,False,False,8,41.803671998,-87.703846021
9360252,HW503619,2013-04-01 12:00:00,OTHER OFFENSE,False,False,8,41.735949287,-87.727538857
10504073,HZ244750,2016-04-28 07:00:00,DECEPTIVE PRACTICE,False,False,8,41.745936118,-87.715733437
1802972,G623131,2001-10-05 20:50:00,DECEPTIVE PRACTICE,False,False,8,41.749287109,-87.740250675
7745093,HS552912,2010-10-07 18:15:00,ASSAULT,False,False,8,41.778086056,-87.700679337
9622284,HX272047,2014-05-22 14:17:00,THEFT,True,False,8,41.754592961,-87.741528537
2049662,HH260983,2002-03-23 01:00:00,THEFT,False,False,8,41.790609141,-87.734112767
6845417,HR244762,2009-03-31 15:05:00,WEAPONS VIOLATION,True,False,8,41.753299227,-87.682932028
3355159,HK375965,2004-05-20 03:30:00,BURGLARY,False,False,8,41.806627559,-87.74312593
8482153,HV158819,2012-02-15 10:00:00,ASSAULT,False,False,8,41.76740997,-87.690652359
13969243,JJ417359,2025-09-17 01:52:00,BATTERY,False,True,8,41.775469846,-87.690139298
8911728,HV584992,2012-12-01 18:05:00,NARCOTICS,True,False,8,41.760205712,-87.68179937
13606179,JH438974,2024-09-22 00:30:00,WEAPONS VIOLATION,True,False,8,41.811687491,-87.704746953
2244716,HH435365,2002-06-11 21:04:00,THEFT,True,False,8,41.754592961,-87.741528537
12507525,JE404136,2021-10-09 16:30:00,MOTOR VEHICLE THEFT,False,False,8,41.73884467,-87.703072531
12510154,JE407272,2021-10-12 12:30:00,THEFT,False,False,8,41.760430078,-87.68313492
9103074,HW247358,2013-04-25 14:45:00,OTHER OFFENSE,False,False,8,41.789413522,-87.701000668
4386845,HL678279,2005-10-01 09:00:00,DECEPTIVE PRACTICE,False,True,8,41.79232838,-87.782626933
10162468,HY351033,2015-07-22 14:22:00,ASSAULT,False,False,8,41.780745019,-87.706640464
13379896,JH165477,2024-02-25 16:29:00,ROBBERY,False,False,8,41.793131878,-87.731104229
7251220,HR643080,2009-11-14 15:05:00,BATTERY,False,False,8,41.753330783,-87.710418141
13785833,JJ194218,2025-02-01 00:00:00,DECEPTIVE PRACTICE,False,False,8,41.799386101,-87.738475997
9118523,HW263695,2013-05-06 21:10:00,CRIMINAL DAMAGE,False,False,8,41.801348626,-87.750322521
4531190,HL722535,2005-11-08 00:47:25,NARCOTICS,True,False,8,41.789328908,-87.696117179
9924842,HY113552,2015-01-13 09:35:00,CRIMINAL DAMAGE,False,False,8,41.752416738,-87.710383001
13679416,JH527229,2024-12-01 18:35:00,NARCOTICS,False,False,8,41.770978344,-87.706691547
10255466,HY442881,2015-09-29 12:10:00,THEFT,False,False,8,41.785810922,-87.702117748
13696122,JH547682,2024-12-18 17:01:00,BATTERY,True,False,8,41.779125683,-87.692672862
2820386,HJ475629,2003-07-06 07:58:19,ASSAULT,False,False,8,41.812306287,-87.74328289
6610402,HP667942,2008-11-05 20:58:33,NARCOTICS,True,False,8,41.7639191,-87.679445233
2866777,HJ520507,2003-07-26 15:59:00,NARCOTICS,True,False,8,41.778248863,-87.686060296
6639688,HP712432,2008-12-02 03:00:00,MOTOR VEHICLE THEFT,False,False,8,41.801610579,-87.735613025
10681429,HZ434466,2016-09-14 20:00:00,THEFT,False,True,8,41.789853745,-87.705209654
9554838,HX206754,2014-04-01 12:01:00,NARCOTICS,True,False,8,41.762399416,-87.684401585
1700463,G490645,2001-08-17 17:15:00,BURGLARY,False,False,8,41.809031175,-87.706280483
4746469,HM353237,2006-05-15 23:40:00,THEFT,True,False,8,41.783973137,-87.703279754
8899570,HV573533,2012-11-23 10:50:00,THEFT,False,False,8,41.780595495,-87.68367553
6524585,HP598316,2008-09-28 16:10:00,ROBBERY,False,False,8,41.774918123,-87.689627892
6460172,HP537341,2008-08-17 13:00:00,MOTOR VEHICLE THEFT,False,False,8,41.740950947,-87.688974257
2684516,HJ305127,2003-04-16 19:30:40,ASSAULT,False,False,8,41.811253067,-87.7040946
11864997,JC477679,2019-10-18 08:02:00,OTHER OFFENSE,False,True,8,41.801738883,-87.730755907
4836512,HM449182,2006-07-01 21:00:00,CRIMINAL DAMAGE,False,False,8,41.780978582,-87.763064618
7783300,HS592132,2010-10-31 14:44:00,BATTERY,False,False,8,41.785409442,-87.696005657
5350453,HN205509,2007-03-03 09:00:00,THEFT,False,False,8,41.785209778,-87.711653329
5913943,HN709159,2007-11-15 16:35:13,BATTERY,True,False,8,41.778751884,-87.716639555
1917252,HH100318,2001-12-31 21:00:00,CRIMINAL DAMAGE,False,False,8,41.73808625,-87.703893352
3520123,HK597325,2004-09-02 08:04:42,CRIMINAL DAMAGE,False,True,8,41.780853366,-87.698881254
13666589,JH511503,2024-11-17 17:00:00,OTHER OFFENSE,True,False,8,41.780502174,-87.683672805
6107297,HP201482,2008-02-29 19:35:00,THEFT,False,False,8,41.754592961,-87.741528537
13202278,JG414367,2023-09-07 00:17:00,ASSAULT,False,True,8,41.751375919,-87.681558841
7946814,HT178591,2011-02-25 17:30:00,BATTERY,True,True,8,41.740119431,-87.721611442
2366947,HH673012,2002-09-25 21:00:00,MOTOR VEHICLE THEFT,False,False,8,41.805316751,-87.740647509
5270541,HN142180,2007-01-24 19:30:00,THEFT,False,False,8,41.776266851,-87.760353068
5597636,HN405204,2007-06-14 02:30:00,CRIMINAL DAMAGE,False,False,8,41.739582828,-87.712639545
1953015,HH141205,2002-01-21 15:30:00,THEFT,False,False,8,41.746531564,-87.741265445
3777112,HL145449,2005-01-26 08:15:00,BATTERY,False,False,8,41.791380199,-87.724699662
7024165,HR414461,2009-07-06 16:08:00,THEFT,True,False,8,41.785930664,-87.723266186
3811739,HL182021,2005-02-15 02:30:00,MOTOR VEHICLE THEFT,False,False,8,41.778792271,-87.78008468
3786384,HK832949,2004-12-28 19:58:00,NARCOTICS,True,False,8,41.776881067,-87.681007365
9675838,HX326079,2014-07-01 02:20:00,BATTERY,False,True,8,41.780410029,-87.694647266
7326406,HS130255,2010-01-20 21:00:00,ASSAULT,False,True,8,41.79631217,-87.755073327
2174470,HH429859,2002-06-08 06:00:00,CRIMINAL DAMAGE,False,False,8,41.766082193,-87.681963518
7429306,HS231589,2010-03-29 00:01:00,CRIMINAL DAMAGE,False,False,8,41.810986572,-87.724924929
11067902,JA406891,2017-06-01 09:00:00,DECEPTIVE PRACTICE,False,False,8,41.790583126,-87.716749853
5045954,HM652737,2006-10-10 21:38:00,BATTERY,False,False,8,41.787682344,-87.69119062
1844439,G682908,2001-11-12 21:00:00,MOTOR VEHICLE THEFT,True,False,8,41.784437164,-87.693393647
7045616,HR432415,2009-07-16 17:00:29,CRIMINAL DAMAGE,False,False,8,41.745600368,-87.682742234
2110588,HH346203,2002-05-02 23:00:00,OTHER OFFENSE,False,False,8,41.767495614,-87.67956654
10611128,HZ363921,2016-07-25 04:18:00,OTHER OFFENSE,False,True,8,41.800629703,-87.717724477
2212954,HH461961,2002-06-23 16:04:35,THEFT,False,False,8,41.768382307,-87.722501383
5166680,HM760652,2006-12-07 07:30:00,MOTOR VEHICLE THEFT,False,False,8,41.745701822,-87.694958396
3558906,HK644974,2004-09-17 02:00:00,OTHER OFFENSE,True,False,8,41.764245207,-87.683232026
2294786,HH580190,2002-08-14 06:00:00,BURGLARY,False,False,8,41.765932315,-87.721080386
5588794,HN396189,2007-06-09 23:30:00,BURGLARY,False,False,8,41.794279011,-87.771740667
6297751,HP385323,2008-06-09 17:00:00,ASSAULT,False,True,8,41.769146338,-87.734704782
10193798,HY380991,2015-08-13 15:57:00,CRIMINAL TRESPASS,True,False,8,41.774769001,-87.679741974
3994286,HL354759,2005-05-13 19:00:00,BATTERY,False,False,8,41.776854582,-87.688468342
9023986,HW171300,2013-02-26 14:30:00,THEFT,True,False,8,41.76740997,-87.690652359
2321159,HH598012,2002-08-22 18:13:01,BATTERY,False,True,8,41.739382916,-87.693701919
1874065,G720997,2001-11-23 08:00:00,THEFT,False,True,8,41.742582591,-87.690225773
13454025,JH255400,2024-05-08 14:12:00,CRIMINAL DAMAGE,False,False,8,41.793485288,-87.70536489
1872171,G715079,2001-11-28 16:00:00,THEFT,False,False,8,41.749774887,-87.691601531
7015240,HR422348,2009-07-10 20:10:00,BATTERY,False,True,8,41.753204151,-87.73040747
4637693,HM231976,2006-03-13 19:00:00,BATTERY,True,True,8,41.787152137,-87.698496477
12920009,JF507040,2022-12-11 20:30:00,ROBBERY,False,False,8,41.776766148,-87.698210298
12075011,JD260535,2020-06-02 00:58:00,CRIMINAL DAMAGE,False,False,8,41.808109441,-87.704836952
10962923,JA285592,2017-05-30 18:34:00,NARCOTICS,True,False,8,41.767672116,-87.686995066
1460667,G191266,2001-04-04 16:30:00,THEFT,False,False,8,41.756751282,-87.682882515
1869180,G714369,2001-11-25 12:00:00,CRIMINAL DAMAGE,False,False,8,41.762891097,-87.720981009
1374835,G083598,2001-02-10 02:41:36,CRIMINAL DAMAGE,False,False,8,41.808506871,-87.743024316
7375154,HS177378,2010-02-23 11:15:00,CRIMINAL TRESPASS,False,False,8,41.771702359,-87.701093997
13660204,JH503893,2024-11-10 21:46:00,THEFT,False,False,8,41.744498804,-87.710272662
1747391,G558890,2001-09-17 09:45:00,BURGLARY,False,False,8,41.811190227,-87.706655587
2183333,HH437973,2002-06-12 22:00:00,THEFT,False,False,8,41.779213626,-87.686816857
10438657,HZ177196,2016-03-06 20:00:00,CRIMINAL TRESPASS,True,False,8,41.749842455,-87.701315869
6945303,HR351248,2009-05-31 15:00:00,THEFT,False,False,8,41.772814187,-87.693234244
3220996,HK239288,2004-03-14 00:45:00,CRIMINAL DAMAGE,False,False,8,41.781363967,-87.728941151
8021502,HT252724,2011-04-15 21:00:00,CRIMINAL DAMAGE,False,False,8,41.781174573,-87.765512069
4502817,HL806144,2005-12-23 16:00:00,BATTERY,False,False,8,41.808586084,-87.745627875
10069972,HY258464,2015-05-09 19:45:00,BATTERY,False,False,8,41.778840516,-87.703135682
3314940,HK346593,2004-04-22 13:00:00,OTHER OFFENSE,False,False,8,41.770592872,-87.731084144
8323062,HT557430,2010-07-18 12:00:00,THEFT,False,False,8,41.7669523,-87.71374675
10389762,HZ126779,2016-01-24 09:30:00,CRIMINAL DAMAGE,False,True,8,41.762038585,-87.690511697
9482467,HX135939,2014-02-01 20:26:00,CRIMINAL TRESPASS,True,False,8,41.773771244,-87.685276796
7808122,HS618355,2010-11-15 23:26:00,MOTOR VEHICLE THEFT,False,False,8,41.769345063,-87.688268624
6767600,HR184932,2009-02-23 10:30:00,OTHER OFFENSE,False,True,8,41.777051138,-87.708645181
3575021,HK663811,2004-09-30 18:45:00,SEX OFFENSE,False,False,8,41.796373849,-87.728154699
4805133,HM417827,2006-06-16 11:00:00,BURGLARY,False,True,8,41.793063422,-87.690124788
4002940,HL294716,2005-04-14 14:00:00,NARCOTICS,True,False,8,41.787914301,-87.685094041
10994571,JA321990,2017-06-25 13:51:00,OTHER OFFENSE,True,False,8,41.778679681,-87.690943141
3694869,HK798479,2004-12-09 06:16:42,CRIMINAL DAMAGE,False,False,8,41.788733712,-87.718843027
11133336,JA490693,2017-10-27 15:30:00,DECEPTIVE PRACTICE,False,False,8,41.779595958,-87.721038426
5894997,HN692499,2007-11-05 16:00:00,INTIMIDATION,False,False,8,41.79970187,-87.736393603
6987078,HR392192,2009-06-24 00:00:00,THEFT,False,False,8,41.807601819,-87.744738223
4862019,HM476208,2006-07-14 10:00:00,THEFT,False,False,8,41.800464977,-87.723370404
7252837,HR667894,2009-11-30 09:00:00,CRIMINAL DAMAGE,False,False,8,41.771779785,-87.696232242
2245222,HH515985,2002-07-17 09:11:01,THEFT,False,False,8,41.780595495,-87.68367553
1582829,G345585,2001-06-14 13:30:00,KIDNAPPING,False,False,8,41.800613772,-87.727113565
2793972,HJ445321,2003-06-22 04:00:00,BATTERY,False,False,8,41.777393849,-87.68676181
1364345,G071005,2001-02-03 15:00:00,THEFT,False,False,8,41.801107172,-87.726485425
2261813,HH536892,2002-07-26 12:40:00,ASSAULT,True,False,8,41.794453726,-87.704809024
6628296,HP699620,2008-11-24 12:30:00,ROBBERY,False,False,8,41.776448685,-87.701853941
7292206,HR707469,2009-12-27 01:00:00,CRIMINAL DAMAGE,False,False,8,41.789565112,-87.723972446
6058434,HP155987,2008-02-02 14:40:00,NARCOTICS,True,False,8,41.78441826,-87.70388039
14097739,JK133707,2026-01-31 14:00:00,BATTERY,False,False,8,41.794110908,-87.713943654
6144632,HP234388,2008-03-20 00:19:00,NARCOTICS,True,False,8,41.782634781,-87.701437594
5550290,HN360573,2007-05-23 16:45:51,BATTERY,False,False,8,41.7836224,-87.698391967
12722793,JF269982,2022-06-05 16:00:00,DECEPTIVE PRACTICE,False,False,8,41.782558361,-87.706523811
11956956,JD122339,2020-01-07 19:00:00,OTHER OFFENSE,False,True,8,41.783508526,-87.733896558
9440779,HW584916,2013-12-26 15:00:00,THEFT,False,False,8,41.757238958,-87.719136229
2710111,HJ337861,2003-05-01 13:30:00,THEFT,False,True,8,41.764042074,-87.695462073
2328069,HH603343,2002-08-25 04:31:56,THEFT,False,False,8,41.785085799,-87.729049197
11599495,JC157034,2019-02-16 18:00:00,THEFT,False,False,8,41.772857712,-87.69810955
14079432,JK110158,2026-01-10 09:33:00,OTHER OFFENSE,False,True,8,41.780708181,-87.708946999
11904711,JC526802,2019-11-27 15:54:00,MOTOR VEHICLE THEFT,True,False,8,41.770155473,-87.682578493
12972665,JG140404,2023-02-03 20:00:00,THEFT,False,False,8,41.811093001,-87.712503565
4484352,HL785392,2005-12-12 12:00:00,BATTERY,False,False,8,41.769583785,-87.690711309
11371694,JB338525,2018-07-06 08:30:00,MOTOR VEHICLE THEFT,False,False,8,41.734882496,-87.719920827
12235355,JD447904,2020-12-01 18:00:00,BATTERY,False,True,8,41.749778932,-87.696768654
3652955,HK741661,2004-11-10 00:17:00,WEAPONS VIOLATION,True,False,8,41.779841734,-87.706564932
8124498,HT358013,2011-06-21 03:25:00,BURGLARY,False,False,8,41.799402253,-87.733139658
2469468,HH798662,2002-11-24 04:25:00,CRIMINAL DAMAGE,True,True,8,41.771167525,-87.688312685
10705102,HZ461193,2016-10-04 18:00:00,CRIMINAL DAMAGE,False,False,8,41.765811158,-87.691833966
2162630,HH412641,2002-06-01 22:35:00,WEAPONS VIOLATION,True,False,8,41.787417289,-87.69484173
9988135,HY178370,2015-03-10 04:15:00,MOTOR VEHICLE THEFT,False,False,8,41.799597316,-87.745387274
13847898,JJ269652,2025-05-26 03:30:00,BATTERY,False,True,8,41.773804949,-87.794322409
8063710,HT293599,2011-05-13 09:00:00,NARCOTICS,True,False,8,41.780328363,-87.717896689
6641574,HP712293,2008-12-01 16:45:00,MOTOR VEHICLE THEFT,False,False,8,41.772949786,-87.696895204
10843837,JA147154,2017-02-09 08:00:00,MOTOR VEHICLE THEFT,False,False,8,41.805961256,-87.730026785
8078219,HT311345,2011-05-23 22:55:00,BATTERY,False,False,8,41.776930006,-87.687239409
4388924,HL683564,2005-10-19 20:00:00,CRIMINAL DAMAGE,False,False,8,41.763504118,-87.695449074
2812539,HJ468986,2003-07-02 22:15:00,BATTERY,False,False,8,41.776575914,-87.684790288
3245576,HK216263,2004-03-02 18:30:00,NARCOTICS,True,False,8,41.784796749,-87.718022625
10493428,HZ234221,2016-04-21 06:00:00,CRIMINAL DAMAGE,False,False,8,41.763349459,-87.705233633
6831777,HR238724,2009-03-27 14:30:00,THEFT,False,False,8,41.790103724,-87.723076275
6411111,HP495244,2008-08-05 00:00:00,THEFT,False,False,8,41.774717533,-87.694498445
8417458,HT650689,2011-12-28 11:00:00,BURGLARY,False,False,8,41.775608355,-87.744638563
10574838,HZ322798,2016-06-25 11:25:00,BATTERY,False,False,8,41.785810922,-87.702117748
4088000,HL431429,2005-06-19 16:30:00,BURGLARY,False,False,8,41.782153979,-87.698351456
5828226,HN629054,2007-10-04 19:15:00,CRIMINAL DAMAGE,False,False,8,41.803468029,-87.746708945
3154126,HJ844925,2003-12-29 23:40:00,NARCOTICS,True,False,8,41.770128755,-87.685133834
13387419,JH174659,2024-03-03 22:10:00,MOTOR VEHICLE THEFT,False,False,8,41.778968707,-87.782535934
10748785,HZ507372,2016-11-05 21:00:00,OFFENSE INVOLVING CHILDREN,False,True,8,41.797848227,-87.782278951
3292006,HK320743,2004-04-23 20:00:00,BATTERY,False,True,8,41.814602445,-87.746339563
7436321,HS237657,2010-04-01 16:30:00,MOTOR VEHICLE THEFT,False,False,8,41.779896462,-87.73378721
5513433,HN324838,2007-05-05 19:47:00,CRIMINAL DAMAGE,False,False,8,41.735834437,-87.717805047
13719801,JJ113538,2025-01-10 15:00:00,BATTERY,False,False,8,41.780500767,-87.69221554
3955849,HL324395,2005-04-29 02:00:00,OTHER OFFENSE,False,False,8,41.774993642,-87.688413661
9102197,HW246635,2013-04-24 22:00:00,ASSAULT,False,False,8,41.812306287,-87.74328289
3009833,HJ716139,2003-10-24 20:00:00,OTHER OFFENSE,False,True,8,41.778402881,-87.701900763
13462969,JH266613,2024-05-17 00:11:00,BURGLARY,False,False,8,41.751216002,-87.682879763
13335169,JH107520,2024-01-06 21:00:00,THEFT,False,False,8,41.776689529,-87.695773039
12392404,JE263381,2021-06-09 12:00:00,THEFT,False,False,8,41.754592961,-87.741528537
13669107,JH514458,2024-11-19 23:15:00,CRIMINAL DAMAGE,False,False,8,41.774340194,-87.764740157
5513351,HN330784,2007-05-08 20:27:00,ROBBERY,True,False,8,41.786185573,-87.707394163
3747081,HL116459,2005-01-10 12:45:00,CRIMINAL DAMAGE,False,False,8,41.791220341,-87.688848758
9003729,HW151019,2013-02-10 02:26:00,THEFT,False,False,8,41.795671974,-87.762600661
3258433,HK159497,2004-02-01 23:50:26,NARCOTICS,True,False,8,41.773215574,-87.721058785
8604061,HV278027,2012-05-09 02:20:00,ROBBERY,True,False,8,41.776585574,-87.794460439
